,activity,f1:mean,f2:std,f3:max,f4:min,f5:max_position,f6:min_position,f7:hr,f8:skewness,f9:kurtosis
0,0.0,0.010120371315730311,0.4389094675456451,0.6171976523883465,-0.9734682549524472,0.215,0.3028571428571429,72.63433252490161,-0.5218737294009842,-0.9543231557429865
1,0.0,-0.015279446401482764,0.4292157513842558,0.6219978512788505,-0.9734682549524472,0.9942857142857143,0.05285714285714286,70.85361999328708,-0.4443373784279113,-1.0103802431266282
2,0.0,-0.011528433839903136,0.44182717322974785,0.6543991937897532,-1.0502714372005129,0.8496428571428571,0.9453571428571429,68.28667790168869,-0.44781460564444003,-0.9883904523355964
3,0.0,0.025609446760529064,0.7369832919780148,3.5994069309513446,-2.101857865570231,0.8516071428571429,0.8125,67.22316943301956,1.142141060579513,5.64208470664204
4,0.0,-0.017609119459313854,0.801469584168242,3.5994069309513446,-2.101857865570231,0.6016071428571429,0.5625,68.06478741853188,0.9547112155322793,3.763409448774583
5,0.0,0.004959315636821794,0.8332014562499729,3.5994069309513446,-2.101857865570231,0.35160714285714284,0.3125,69.84084572050874,0.7553455102599819,2.8110526188772953
6,0.0,0.023724128848716254,0.9654626671870314,3.5994069309513446,-2.101857865570231,0.10160714285714285,0.0625,71.63735132384012,0.8347697739807155,1.4407145533688537
7,0.0,0.005786691754897106,0.7484677999965431,2.7658009629129108,-1.6093231722695789,0.6485714285714286,0.06446428571428571,72.86765569575914,0.6420577394116227,1.4464994103082294
8,0.0,0.005544554171195303,0.680271535675058,2.7658009629129108,-1.4625742347598822,0.3985714285714286,0.34767857142857145,73.12945720538106,0.9519979026902191,2.788056805732605
9,0.0,0.005261715921518217,0.6319015777644444,2.7658009629129108,-1.4625742347598822,0.14857142857142858,0.09767857142857143,72.11691389032296,1.2570330811817838,4.401867681781629
10,0.0,-0.029625321417913544,0.3862832874233482,0.6703427115332131,-1.0803583981034939,0.82625,0.8808928571428571,69.94215930710445,-0.6369800422511045,-0.6217465466057583
11,0.0,-0.022604066214881344,0.3922936878795635,0.6703427115332131,-1.0803583981034939,0.57625,0.6308928571428571,67.40697023258922,-0.5717244070490282,-0.7825223881211159
12,0.0,0.016493125159087824,0.46275539993651055,1.2473094746043387,-1.0803583981034939,0.9707142857142858,0.38089285714285714,65.57752723624532,-0.2645492805402203,-0.5043376695296149
13,0.0,0.007812969588848475,0.4670268103449748,1.2473094746043387,-1.0803583981034939,0.7207142857142858,0.13089285714285714,64.621198945882,-0.19631619380814253,-0.5808341208516281
14,0.0,-0.008115317931728738,0.4465947896113486,1.2473094746043387,-0.966439392291352,0.4707142857142857,0.4082142857142857,64.8532556885902,-0.048246816281069596,-0.5699180602820593
15,0.0,0.002746877028296714,0.47988545922602643,1.2473094746043387,-0.966439392291352,0.22071428571428572,0.15821428571428572,65.45180109037167,0.20624317765906136,-0.34879637991103163
16,0.0,-0.024888936395950634,0.40445145020551937,1.2216798412425403,-0.8654637799161051,0.5548214285714286,0.6367857142857143,65.5800034635197,0.18993360509766335,0.020571426041177343
17,0.0,-0.011187185006788027,0.39801696526646335,1.2216798412425403,-0.8654637799161051,0.3048214285714286,0.3867857142857143,65.52547223589441,0.14171169174243206,0.0621167367536577
18,0.0,0.0268159559344682,0.39573838763833125,1.2216798412425403,-0.8654637799161051,0.05482142857142857,0.1367857142857143,65.46177415792171,0.06630574623593102,-0.0039044172780271502
19,0.0,0.0036963092240278974,0.33864339971263563,0.6270552036813459,-0.7304581861206776,0.6192857142857143,0.22464285714285714,66.63413825344843,-0.467048477800893,-0.9809494641330474
20,0.0,0.020736540775860762,0.34265536416943526,0.6270552036813459,-0.7703169804793277,0.3692857142857143,0.7871428571428571,68.50056189803864,-0.5279451400581605,-0.9050918889611594
21,0.0,0.002960375670276149,0.48845576837313887,1.2912827251548495,-2.0886573186213444,0.8301785714285714,0.8985714285714286,70.64446928308266,-0.7294628350260843,2.9977797197380154
22,0.0,-0.008397865353029173,0.5668770992776078,1.4171165103559211,-2.0886573186213444,0.7617857142857143,0.6485714285714286,72.16510603203908,-0.3563148924998705,1.4936578553324376
23,0.0,-0.06621341393241106,0.9436627071108308,2.88726313841013,-4.419411033473073,0.8867857142857143,0.93375,71.50028724727555,-0.9666203682260076,3.997476880221024
24,0.0,-0.03203227829015204,0.9918665566060589,2.88726313841013,-4.419411033473073,0.6367857142857143,0.68375,70.09992751216686,-0.8994343129180361,2.945283418690127
25,0.0,-0.001780417697606619,0.95664838590356,2.88726313841013,-4.419411033473073,0.3867857142857143,0.43375,68.48731939166636,-0.9932444441137502,3.693254836702989
26,0.0,-0.00154812235844114,1.0106286875008585,2.88726313841013,-4.419411033473073,0.1367857142857143,0.18375,67.0414312684808,-0.8486067506525266,2.695016517355829
27,0.0,0.04873367019121256,0.6763506132169406,1.8541060450664546,-1.9788527690010635,0.6914285714285714,0.7364285714285714,66.17453700416019,-0.1341625699215498,0.06343746597533562
28,0.0,0.02447345581455087,0.81485122544303,2.1543756292349516,-2.167260575453349,0.8732142857142857,0.9278571428571428,65.82124556147984,-0.05617935029191405,0.2760463516248568
29,0.0,-0.02807197644467619,0.8315149289571548,2.1543756292349516,-2.167260575453349,0.6232142857142857,0.6778571428571428,65.65824642158628,-0.026940014028449394,0.20488347935158568
30,1.0,-0.0059884440929674505,0.7255629431009739,2.1543756292349516,-2.167260575453349,0.3732142857142857,0.4278571428571429,65.67784533875928,-0.15546831405659345,0.9350416576565177
31,1.0,0.041526116452796656,1.0212442610893795,2.743942914393651,-4.012251306153529,0.9278571428571428,0.9942857142857143,66.06826454378465,-0.296216212666723,1.8950867300501288
32,1.0,-0.01761066544173713,0.9933035651904633,2.743942914393651,-4.012251306153529,0.6778571428571428,0.7442857142857143,66.082087860768,-0.6576887611218235,3.2029794523088304
33,1.0,0.011838845579882127,0.9579643947785691,2.743942914393651,-4.012251306153529,0.4278571428571429,0.4942857142857143,65.2539794384852,-0.7608177807821508,4.099456348409066
34,1.0,0.014670901698252884,0.9585826954663575,2.743942914393651,-4.012251306153529,0.17785714285714285,0.24428571428571427,64.18801300335447,-0.7787320711787579,4.090814058614585
35,1.0,-0.01668935175800168,0.6428082342576493,1.2888826257095976,-3.639035842416836,0.05285714285714286,0.0,62.694347162194546,-1.8943677211857788,7.085924475362587
36,1.0,0.031597480581839595,0.41983519205200337,0.6534562975791184,-0.9504101567105615,0.24625,0.33017857142857143,60.87933477527063,-0.5435933047379373,-0.8003237763942783
37,1.0,0.02405796921160494,0.41503338658380046,0.6447987960087449,-0.9504101567105615,0.0,0.08017857142857143,59.62706825907582,-0.5437456099178712,-0.8750935803231559
38,1.0,-0.0004302393055990222,0.3741087367041538,0.5329370182925335,-0.8900647992299386,0.08803571428571429,0.17785714285714285,58.5909400704778,-0.5781087456195674,-0.8636057067761151
39,1.0,-0.012047042062508916,0.3550434146814091,0.44079034316232096,-0.7840318344521965,0.32625,0.05089285714285714,58.06758890606384,-0.5432682403397981,-0.9771642168337422
40,1.0,-0.016052269238799946,0.35912452454970245,0.4835635439902056,-0.7736599761352144,0.9903571428571428,0.04107142857142857,58.08518265473897,-0.4796683714112854,-1.0157032200045122
41,1.0,-0.0113766673475583,0.3640722874719088,0.4835635439902056,-0.8102614926753081,0.7403571428571428,0.82625,58.272790723682846,-0.4963037458411938,-0.9761266263245023
42,1.0,-0.01223901940461576,0.38066923565568406,0.48639223262210984,-0.811032953211282,0.8653571428571428,0.8282142857142857,58.52015243649866,-0.4864406722698468,-1.0073299303722443
43,1.0,-0.005565885768441767,0.3832269458812515,0.48639223262210984,-0.811032953211282,0.6153571428571428,0.5782142857142857,58.7985772307114,-0.5212363720197412,-0.9714992167097987
44,1.0,-0.008437999669007823,0.3880081398026596,0.5158791686637778,-0.811032953211282,0.8828571428571429,0.32821428571428574,59.01606653534561,-0.5134412296016434,-0.9747718204032307
45,1.0,-0.010130008550883845,0.3815381921087741,0.5158791686637778,-0.811032953211282,0.6328571428571429,0.07821428571428571,59.00756018111744,-0.513871190389599,-0.9771621982369321
46,1.0,-0.005459366048802034,0.3801146134463425,0.5158791686637778,-0.8216619650402553,0.38285714285714284,0.8555357142857143,59.00549872310489,-0.524911140050202,-0.9715635060320298
47,1.0,-0.009875457187525803,0.38739445053198795,0.5158791686637778,-0.8271479066294029,0.13285714285714287,0.9805357142857143,58.87049381891834,-0.5079855492870495,-1.0045828405410735
48,1.0,0.0020193621907113346,0.39003017924582084,0.5178506789223777,-0.8271479066294029,0.7716071428571428,0.7305357142857143,58.937929676512724,-0.5518132465183161,-0.9777669956633606
49,1.0,0.01222650449920897,0.40686577191477286,0.8584076466361771,-0.8271479066294029,0.8653571428571428,0.4805357142857143,59.543423138283025,-0.3697909847870616,-0.9881604194629738
50,1.0,-0.007028277993568899,0.4239405357945088,0.8584076466361771,-1.0834442402473894,0.6153571428571428,0.7578571428571429,59.810898395975656,-0.4246469523857107,-0.8319269689707114
