,activity,f1:mean,f2:std,f3:max,f4:min,f5:max_position,f6:min_position,f7:hr,f8:skewness,f9:kurtosis
0,0.0,-0.053448213196676427,1.6539634427199954,4.27371717461579,-9.085519107621213,0.8164285714285714,0.8926785714285714,64.21806292946142,-2.917952125659757,13.073362226596867
1,0.0,-0.022868255420589602,1.6610554279127037,4.27371717461579,-9.085519107621213,0.5664285714285714,0.6426785714285714,64.47498553364214,-2.9330492794725513,13.015753223544682
2,0.0,-0.007860552223438505,1.662671945731067,4.27371717461579,-9.085519107621213,0.31642857142857145,0.39267857142857143,64.99469679157944,-2.9512635764551396,13.0597996521911
3,0.0,-0.003965245036059533,1.6627412885272463,4.27371717461579,-9.085519107621213,0.06642857142857143,0.14267857142857143,64.77364683111114,-2.957637489810621,13.084805678407712
4,0.0,0.05355419935229429,0.3072223107518463,0.6805444528909165,-0.6281390692165403,0.003928571428571429,0.795,64.35570560966293,-0.3948837532477414,-0.7861632938257128
5,0.0,0.025070090668138357,0.2968818159668317,0.4624873182518192,-0.6281390692165403,0.6992857142857143,0.545,63.83619150138751,-0.5058714294046973,-0.9417238802842207
6,0.0,0.0038110106657701995,0.28330670836960853,0.4624873182518192,-0.6281390692165403,0.4492857142857143,0.295,63.84339056658703,-0.3871955491484429,-0.9446309572895824
7,0.0,-0.01013311642350532,0.2721454108545754,0.4624873182518192,-0.6281390692165403,0.1992857142857143,0.045,64.38028400861035,-0.3209739484662645,-0.9545920507646004
8,0.0,-0.015216968846703146,0.2505400767338162,0.400477320588826,-0.5778837139676859,0.05875,0.021607142857142856,65.22499484085616,-0.30763563170178343,-1.0243145372851212
9,0.0,-0.009348226338290012,0.23651847309449542,0.3474962511569828,-0.5053115738456113,0.29892857142857143,0.3692857142857143,65.87140080822596,-0.3714616407743401,-1.057040300850225
10,0.0,0.0105656711254891,0.24671520614196737,0.34817767970273,-0.5129776449852671,0.84,0.9180357142857143,65.85579093239716,-0.4655916808657364,-0.9740467948038858
11,0.0,0.012455175135910917,0.24960740065237055,0.34817767970273,-0.5218362160799804,0.59,0.7832142857142858,65.92922978721927,-0.4895527730404418,-0.9554978987675398
12,0.0,0.004220384948811251,0.2477288193064178,0.34817767970273,-0.5218362160799804,0.34,0.5332142857142858,65.89525694643451,-0.4626534342376291,-0.996397837871474
13,0.0,-0.0013020458379596623,0.2607780254390908,0.4822487460784874,-0.582824070924353,0.9160714285714285,0.9746428571428571,66.23123784397411,-0.3605489718281667,-0.9942172337782424
14,0.0,-0.011319410511449838,0.2615536879554397,0.4822487460784874,-0.630012997717345,0.6660714285714285,0.8380357142857143,66.90648913358673,-0.38257760737775687,-0.9241320737764491
15,0.0,-0.00877171953603757,0.2594886461227761,0.4822487460784874,-0.630012997717345,0.4160714285714286,0.5880357142857143,67.41126855392577,-0.4318160390258063,-0.7904682957898936
16,0.0,0.011144794126622538,0.26923359996080093,0.4822487460784874,-0.630012997717345,0.16607142857142856,0.3380357142857143,68.28872153608572,-0.4765956810201174,-0.79371014852283
17,0.0,-0.0013497154152447332,0.2540243687291942,0.3832712498087097,-0.630012997717345,0.5841071428571428,0.08803571428571429,68.90661693533558,-0.485604911862518,-0.7878029182004145
18,0.0,0.008137990668513116,0.24718895825805864,0.3832712498087097,-0.6058222843433203,0.3341071428571429,0.17589285714285716,69.21692427065345,-0.470017271077106,-0.8785592391083394
19,0.0,0.00549246602331858,0.23834214586101643,0.3832712498087097,-0.4702180037396317,0.08410714285714285,0.5841071428571428,69.4452916284202,-0.41737822013180936,-1.0155019738427913
20,0.0,-0.015850058554986383,0.23248292577612706,0.31615053805261256,-0.4702180037396317,0.3673214285714286,0.3341071428571429,69.12005019430751,-0.38548788902268566,-1.1567062224491473
21,0.0,0.005425844214604905,0.24241311565614157,0.33591196587928074,-0.48418728892744883,0.8769642857142858,0.8380357142857143,68.75501562553738,-0.44541911286455727,-1.1281347202085985
22,0.0,0.0017162567268592533,0.23872013333740805,0.33591196587928074,-0.48418728892744883,0.6269642857142858,0.5880357142857143,68.57698680293993,-0.4457710084655133,-1.1044163117954409
23,0.0,-0.0034667678864785645,0.24407439890605356,0.33591196587928074,-0.48418728892744883,0.3769642857142857,0.3380357142857143,68.38239715860543,-0.39266740797433364,-1.212875414015266
24,0.0,0.003946018696396346,0.24265067701651277,0.33591196587928074,-0.48418728892744883,0.12696428571428572,0.08803571428571429,68.02779272029873,-0.4350957143931148,-1.16057449968113
25,0.0,-0.004457394634858525,0.2532946208845697,0.4660648181169919,-0.6468783542245877,0.8633928571428572,0.9414285714285714,67.64895570159187,-0.44971299428154116,-0.8846342187689529
26,0.0,-0.004813319366342541,0.2571154762154491,0.4660648181169919,-0.6468783542245877,0.6133928571428572,0.6914285714285714,67.13819299239826,-0.38586349117218993,-0.9067707814268293
27,0.0,-0.004149839161755667,0.268004604370154,0.4660648181169919,-0.6468783542245877,0.36339285714285713,0.44142857142857145,66.59007177601754,-0.36833023762715733,-0.9670719577274083
28,0.0,-0.001865684592227679,0.26807628069374934,0.4660648181169919,-0.6468783542245877,0.11339285714285714,0.19142857142857142,66.39526695919486,-0.3815658990063558,-0.9478181379152524
29,0.0,0.007708538580106284,0.2418134684456509,0.40780267745560816,-0.5075262166192896,0.3048214285714286,0.49625,66.03276803117657,-0.43679974598437465,-0.9715016937582384
30,0.0,0.004306962879221805,0.2587621126162528,0.4624873182518192,-0.6124662126643553,0.9805357142857143,0.8067857142857143,65.37896730331249,-0.4180819841393073,-0.8860731826301169
31,0.0,0.012798809816837713,0.272331103269485,0.5376148154204456,-0.6124662126643553,0.8341071428571428,0.5567857142857143,65.04522637609536,-0.3463656948492062,-0.8796770076421638
