,activity,f1:mean,f2:std,f3:max,f4:min,f5:max_position,f6:min_position,f7:hr,f8:skewness,f9:kurtosis
0,0.0,4.5966030415645697e-05,0.14303635493785094,0.47313084178510467,-0.2740133775068591,0.7989285714285714,0.8516071428571429,67.05023800749485,0.7249112513138258,0.9139751058524141
1,0.0,-0.0012258258504728374,0.17542678429019862,0.762795755870635,-0.3555555418198961,0.9044642857142857,0.8867857142857143,68.54797145646005,1.4789628154311198,3.1754240495160877
2,0.0,-0.0020849675200014595,0.2016718930638141,0.762795755870635,-0.355658369265436,0.6544642857142857,0.8867857142857143,70.96183003660234,1.144314307854031,1.4803571640290443
3,0.0,-0.004396289789165471,0.1997560791013035,0.762795755870635,-0.355658369265436,0.4044642857142857,0.6367857142857143,73.70774690639169,1.1932728749718107,1.7258405139940258
4,0.0,-0.015366013489567279,0.8610238951927268,3.7595988286816717,-3.259094121526362,0.8341071428571428,0.9239285714285714,76.4464458068927,0.8658826938187664,7.31182055217068
5,0.0,-0.011419422681575546,0.8609457343494948,3.7595988286816717,-3.259094121526362,0.5841071428571428,0.6739285714285714,77.62286865407651,0.8358323848295265,7.2981354805266605
6,0.0,-0.003810834383167234,0.9300102830229697,3.7595988286816717,-3.259094121526362,0.3341071428571429,0.42392857142857143,77.252341031059,0.7734405992844481,5.3682113024987395
7,0.0,0.008084060896434809,1.30193398846331,5.890286327711232,-3.259094121526362,0.8985714285714286,0.17392857142857143,75.90105087204228,1.132924072598222,3.9535943995887006
8,0.0,0.03165310296451762,0.998046366366201,5.890286327711232,-3.1933873838264493,0.6485714285714286,0.5548214285714286,73.82129797124813,1.945149452505437,11.296846449505145
9,0.0,0.023080231933516306,1.54394185763521,5.890286327711232,-6.210344635963281,0.3985714285714286,0.8653571428571428,71.92582459329991,-0.08487699481507652,3.0849453514447713
10,0.0,0.006317191589360025,1.5884865612208634,5.890286327711232,-6.210344635963281,0.14857142857142858,0.6153571428571428,70.27417205910976,-0.027049575434183865,2.4938638666855306
11,0.0,-0.065951112306796,1.4117891167494376,4.143659337772711,-6.210344635963281,0.46875,0.3653571428571429,69.03301487029411,-0.7739202772001696,2.570546502502994
12,0.0,0.001914707956750161,1.5323522975684576,4.143659337772711,-6.210344635963281,0.21875,0.11535714285714285,68.53371777067379,-0.6419707918856331,1.3933208878779082
13,0.0,0.029879715131877347,0.9920737312456502,2.8234577644876118,-2.8188898271706093,0.5391071428571429,0.4591071428571429,68.81408985835498,-0.18323738352692143,1.2591799078976695
14,0.0,-0.09844144518786542,1.3741682402070627,3.441656367072705,-7.137745367286461,0.8457142857142858,0.8946428571428572,70.21303857676479,-1.683790572126578,6.766387451181908
15,0.0,0.1405754249941306,1.4520859293213955,3.9610377944940796,-7.137745367286461,0.7989285714285714,0.6446428571428572,72.3728033980697,-1.3102665263294504,6.327124002672033
16,0.0,-0.0019197091253839664,1.4556782976557476,3.9610377944940796,-7.137745367286461,0.5489285714285714,0.39464285714285713,74.69158536262564,-1.1676707284625258,5.745205288412189
17,0.0,-0.031703036054443516,1.472627247852378,3.9610377944940796,-7.137745367286461,0.29892857142857143,0.14464285714285716,76.80635105269435,-1.0793241913034803,5.267064515112709
18,0.0,0.10102958693734994,1.01869700163496,3.9610377944940796,-2.596782544804708,0.048928571428571425,0.30875,78.59828224389622,0.589264600000682,2.1219457267833635
19,0.0,-0.040014358132896936,0.8189866114455447,2.389114634527626,-2.596782544804708,0.16607142857142856,0.05875,80.36734019193709,-0.16208585928268643,0.7590239894633548
20,0.0,0.005989006779693547,0.7049506091478792,1.6979085456092968,-1.5710787755455093,0.74625,0.32625,82.24029424057456,0.07642074548035008,-0.32343711462215374
21,0.0,-0.01776101159253928,0.8024496789965689,2.1040769554913856,-2.463209693048548,0.8183928571428571,0.7794642857142857,83.88970078522065,0.09319296496789291,-0.02520134004313679
22,0.0,-0.02981916380397957,0.8181978685405747,2.1040769554913856,-2.463209693048548,0.5683928571428571,0.5294642857142857,84.43365552328089,0.1579398870009792,-0.14167711040059983
23,0.0,-0.012981757182245438,0.7729943486622962,2.1040769554913856,-2.463209693048548,0.31839285714285714,0.2794642857142857,83.89817713996206,-0.025075145946039525,0.079188739759533
24,0.0,-0.01795992761352723,0.7743848039374955,2.1040769554913856,-2.6026437092004753,0.06839285714285714,0.8301785714285714,82.32622389931288,-0.3876492990855959,0.9936025902570793
25,0.0,0.011090459973359935,0.6140050943301328,1.5642328664075968,-2.6026437092004753,0.4610714285714286,0.5801785714285714,80.13163937103276,-0.8249579237844848,2.829352426002356
